Star,Feedback 
5,Очень хороший крем👍
5,"Крем прекрасный,ложиться на кожу прекрасно, запах нежный,не оставляет жирного следа"
5,"Крем хороший, быстро впитывается. Советую. "
5,"Крем отличный, кто то пишет что нет эффекта, за такую цену, очень даже хороший!"
5,Хороший крем. Лицо увлажненное и свежее. Реально разглаживает морщинки.
1,"Повелась на + отзывы, по мне никакой, никакого эффекта"
5,"Крем отличный, увлажняет, чувствуется. Берите не подалеете. Сначала жирный, липкий эффект, но быстро впитывсется"
5,Отлично!!!
1,Вызывает аллергию
4,"сняла одну звезду так как не уверена ,что оригинал и что он не был вскрыт. открыла,можно сказать не глядя. открутила крышку не проверив наклейку вскрытия. под крышкой нет защитной мебраны, что могло наверняка защитить от вскрытия. самого крема будто частично нет. увидев это я пожалела что не обратила внимание на наклейку вскрытия соединяющую крышку с банкой. но открыла крышку я очень легко. склоняюсь к тому,что банку вскрывали.    но и сам крем мне не подошёл. остаётся жирной плёнкой на лице, смотрюсь как чебурек.  сомнительная покупка оказалась. но,так ,как я не уверена,то сняла всего одну звезду. запах кстати у крема приятный был."
5,"Беру первый раз. Очень понравился. Хорошо впитывается, пахнет хорошо"
4,"Очень жирный мне не подошёл,долго впитывается,не для комбинированной кожи заказывать больше не буду однозначно!пахнет вкусно единственный плюсик для меня буду использовать для рук)))"
5,Беру не в первый раз! Очень нравится
5,"Крем не плохой, приятный запах"
5,Отличный крем. Беру второй раз. Всё устраивает.
5,все хорошо
5,"Спасибо, за быструю доставку, крем ооочень вкусно пахнет. т.. к он дневной пробоватьь буду  завтра. Заказала сразу серию этой фирмы. Крем дневной + крем ночной + крем вокруг глаз + тоник + мицелярную воду + гель для умывания... У всей серии очень приятный запах, а  как они свои функции выполняют покажет время. Пока мне всё нравится, бооолшое спасибо всем кто принимал в этом участие!"
5,"Пахнет вкусно , текстура хорошая. Мне нравится."
5,Классный крем.
5,Заказываю второй раз
5,👍👍👍👍👍
1,"У меня лицо краснеет и отекает, наносила  утром, потом подумала может лучше вечером, т к плохо впитывается и блестит, результат - щипят глаза и кожа лица, отек и покраснение лица...мне не подошёл..."
5,"Спасибо, всё понравилось!"
5,"Очень даже приятный крем , понравилась , подходит моей коже , привезли быстро в целости и сохранности "
3,Запах приятный но не впитывается блистит на коже.
5,"Очень довольна кремом,видно,что не ""китай"",все пришло в отличном состоянии!"
5,"Не плохой крем, немного осветляет"
5,"Lav snucum e mashk@ , hacheli hot uni."
4,"Упаковка целая, смущает, что под крышкой не затянут фольгой, аромат хороший."
5,"Покупаю не первый раз!Очень нравится. Заказ пришел вовремя,упаковка целая"
5,Крем отличный. Для смешанной кожи подошёл. Жирный блеск не оставляет.
5,Запах классный. Текстура не плотная и быстро впитывается. Увлажняет
5,Крем классный.
5,Я в восторге
5,"Крем супер! Пришёл быстро, в целости и сохранности! Спасибо!"
4,"Крем увлажняет норм, но оставляет жирный блеск, поэтому 4"
5,"Отличный крем, всегда у вас его заказываю!"
5,"Купила первый раз, упаковано хорошо. Пока всё нравится"
5,"Крем очень нравится, беру не первый раз."
5,Мне понравился. Полностью соответствует описанию 
2,"Взяла из-за цены менее 300р. Никогда раньше не брала лореаль, поэтому сложно сказать, он всегда такой или это грубая подделка. Упакован был хорошо. Но внутри жирный крем с резким запахом, из тех, которые в 90е на рынке продавали, и то не для лица, а для рук. Ужасный."
5,Прекрасный крем. Использую постоянно
5,Просто хороший крем
5,"Крем классный, рекомендую, впитывается хорошо, увлажняет отлично"
5,"Отличный крем. Пришёл хорошо упакованный, коробка не помята."
5,Крем пришел запакованный. Запах немного рисковат. А так все отлично.
3,Сильно скатывается и оставляет жирный блеск.
5,Шикарный крем!!!
5,Крем как крем.
4,"На зиму оставлю, даже осенью плотноват. Лицо блестит, нужно припудривать. Из этого вывод - жирной/комби коже не очень подходит."
5,"Шикарный крем,подходит для ежедневного использования и под макияж идеально ложится!"
5,Понравился быстро впитывается
5,Мне нравиться.
3,"Крем может и хороший, но после его нанесения на лицо она блестит как будто сливочным маслом натерли. Под макияж нельзя. Только если дома, когда одна."
2,Мажу вокруг глаз и очень щиплет … не подошёл (
1,Упакован  отлично.  Консистенции хорошая  но запах Отвратительный !!
5,Хороший крем. Пользуюсь уже год. Для моей смешанного типа кожи подходит отлично.
5,"Текстура приятная , не плотная , для смешанной кожи подошёл."
5,"Беру первый раз, буду пробовать, упакован хорошо"
5,Пришёл быстро хорошо упакован
5,Всё отлично! Цена намного дешевле чем в магазинах.
5,Отличный крем. Пользуюсь давно.
5,"Крем понравился,лёгкая текстура"
5,"Пришёл просто в плёнке. Но целый, повезло. Крем понравился. Но надо наносить чуть чуть, а то будет кожа прям блестеть  и жирнить."
5,"Крем то, что надо.не жирный и не быстро впитывающий. Приятный запах."
5,"Хороший крем, пользуюсь постоянно."
5,"Пришёл в срок, все целое. Крем просто 👍."
5,Упаковано хорошо. Крем подошёл. Еше куплю.
5,Мне очень нравится и запах и текстура и увлажнение 
5,"Крем хорошо упакован, что очень радует, поверх сыворотки положила этот крем, результатом довольна"
5,"Товар пришёл хорошо упакован! Но, крем не подошёл, скатывается на коже. "
5,Упаковка отличная 
5,Крем пришёл запакованный все целое.
5,"Покупаю не в первый раз,для меня самая лучшая серия!!!!спасибо за приятную цену и быструю доставку👍👍👍"
5,Хороший крем
5,"мне очень понравилось, спасибо большое "
5,Отличный крем!
5,Всегда пользуюсь этим брендом. Спасибо!
4,"Не убрал стягивание лица, не увлажняет"
5,"Пришёл мой крем👏. Очень хороший, быстро впитывается, жирного блеска не оставляет, приятно очень пахнет"
5,"Хороший крем, пришло всё в упаковке"
5,"Крем очень понравился! Кожа уже после одного дня использования, выглядит увлажнённой. Действительно на крем  идеально ложится тональный крем! Рекомендую!!!"
5,"Крем - супер! Сначала кажется, что жирный. Потом впитывается и норм. Кожа размягчается сухая - после смены климата измучалась. Цена адекватная по скидке. Упаковка - отлично!"
5,Не плохой!
5,"Запах приятный,хорошо впитывается"
5,"Хорошее качество, отличная цена"
5,Хороший крем. Приятный запах.
5,Сама не пользуюсь. Заказываю для мамы уже в который раз. Ей идеально подходит. А я рада)
5,"Отличный крем, соотношение цена-качество на 5 баллов. Упаковали надёжно, всё пришло в идеальном порядке."
5,"Пришёл целый не помятый, упакованный в плёнку. Крем хороший, приятно пахнет."
5,Хороший крем! Упаковка целая!
5,"Крем пришёл в идеальном состоянии, в холодное время года пользуюсь только им."
4,"Пришел хорошо упакованный,но вскрыта пломба. Так что не знаю как оценивать, может вообще другой крем налили 😂но не плохой))"
5,Приятный крем
5,Хороший крем
3,"Пощипывает глаза долго, если положить вокруг глаз, до неск.часов..и слезятся. Может и реакция , но мне не подошло совсем"
5,"Крем очень понравился.  У меня шелушилась кожа,  чем только не мазала, а после применения крема шелушение прошло"
5,"Хороший крем, пользуюсь им."
5,Крем класс!!
5,Как всегда отличный крем
5,Хороший крем 
5,"Крем пришёл никак не упакованный, просто в коробочке в слюде, в которой продаётся. Но несмотря на это, в целости и сохранности. Цена гораздо ниже, чем в магазине. Сроки годности в норме. Крем имеет текстуру средней плотности. Запах не навязчивый, приятный. Липкого слоя после нанесения не заметила. Увлажнения достаточно для сухой кожи. Посмотрим, какой будет результат после регулярного использования в сочетании с умывалкой и ночным кремом этой же серии. К покупке рекомендую."
4,"Крем всё-таки подходит больше для сухой кожи, у меня комбинированный тип кожи, поэтому тяжеловат, текстура плотная, но кожа  после нанесения крема мягкая"
5,Я довольна
5,Класный крем увлажняет
5,👍🏻👍🏻👍🏻
5,Спасибо аккуратной доставке.Ожидала упаковку в пупырку
5,Всё как всегда идеально.
5,"Крем отличный,запах бомба,быстро впитывается"
3,"Коробочки упакованы очень плохо, поэтому помялис, купила в подарок."
5,"Хорошо упакована,сроки в норме,рекомендую"
5,Крем хороший. Недостатков нет
5,"Супер крем, рекомдую"
5,Понравился
5,Отличный крем ! Действительно работает .
4,"Все пришло в целостности, упаковка не повреждена. Но качество оставляет желать лучшего. Не понравилось"
5,Хороший крем.
4,"Крем не подошёл совсем, комби кожа, жирный, забивает поры, хочется смыть его( жаль( упакован и пахнет приятно."
5,"Крем беру не первый раз, мне очень нравиться, крем качественный, рекомендую."
5,Уже попробовала и оценила на все 100% просто класс.
5,"Крем хороший,впитывается хорошо,запах очень приятный"
5,Быстрая доставка. Упаковка в норме. Текстура лёгкая.
3,"Не очень, плохо впитывается, остаётся жирный блеск"
5,Крем отличный. Пахнет оболденно.
5,Хороший крем)
4,"Спасибо,но шёл долго..."
5,"Была немного подмята упаковка 
Но крем хороший"
1,Крем как крем. Ничего особенного 🤷🏻‍♀️
5,"Покупкой довольна, заказала всю серию - крем дневной, ночной, для век, тоник и гель для умывания. Всё понравилось. Не сушит кожу, крема не жирные и довольно хорошо увлажняют."
5,"Спасибо, пришёл упакованный в заводской упаковочке, пленочка, во время, на себе ещё ни пробовала, запах супер. Ни пожалела. Цена хорошая."
5,Оставляет жирный блеск
5,"Отличный крем, буду заказывать ещё 👍🏻👍🏻"
5,"Хороший крем, рекомендую."
5,"Хороший крем,не раз брала разные крема от лореаль!"
5,Понравился
5,"Отличный крем! Шелковистая текстура, запах приятный, мягкая и гладкая кожа"
5,Спасибо. Все отлично
5,"Отличный крем,кожа мягкая после него и пахнет приятно"
5,"Хороший крем, пахнет приятно. Только для дневного, мне кажется, слишком жирный. Намазала утром его, весь день была как масляная) Наношу его теперь перед сном, или когда дома."
5,"Отличный крем. Беру второй раз. Довольно плотный, подходит под макияж."
5,Отличный крем
5,Пользуюсь с удовольствием. Для сухой кожи отлично подходит. Питает и увлажняет.
5,"Вроде то, что надо)))"
5,Афигенный крем) а запах то какой 🤤 рекомендую
2,хороший коем за доступную цену
5,"Доче понравились, посмотрим как будут в носке, нога 17см,взяли 29 размер"
5,"Дешевле, чем везде))"
5,Все пришло в целости и сохранности! Спасибо.
5,"Крем хороший, сроки в норме"
4,"Интересно, подойдёт ли на возраст 61???"
5,Хороший крем!
4,"За такие деньги хороший крем, жирноват немного, текстура хорошая, запах резковат, но приятный) "
5,"Крем покупаю постоянно, классный."
5,"Не подошёл. Липнет, не полностью впитывается. Скатывается(((("
4,"Вроде все приятно пахнет, нет аллергии. Доставка в срок. Но приходит почему-то без защитной пленки . Открываешь крышку и нет именно той пленки, мало ли кто до этого пальцами туда тыкал 🤷🏻‍♀️"
5,"Супер крем, заказала в серию!"
5,"Крем очень хороший, мне нравится, доставка быстрая, всё целое! Спасибо! 😉"
5,"Крем очень хороший, легкая, нежная текстура, ложится и увлажняет замечательно. Рекомендую всем девочкам"
5,Крем супер. Очень приятный запах
5,"Как всегда все шикарно, радует цена, годность до 2024 г"
5,Спасибо 💐
5,"Крем получила упаковка целое невредимая срок годности до 24 го года,  все замечательно"
5,"Лёгкий, увлажняет хорошо."
5,Получила в целости.
2,Крем к сожалению вызвал сильную аллергическую реакцию на коже. И как уже писали- жжется и плоховато впитывается для дневного крема
5,Отличный крем. Уже пользуюсь. Кожа мягкая и гладкая. Рекомендую.
5,"Пришло всё целое, не помятое, внутри вот так, в отзывах пишут подделка. Это подделка?"
2,"Крем пришёл в достойном виде,упакован. Но сам крем мне не понравился: запах; впитывается долго,липкий и щиплет кожу. Мне не подошёл."
5,Крем хороший. Заказываю второй раз.
5,Пришел хорошо упакован. Крем понравился.
5,"Отличный крем, увлажняет хорошо лицо и разглаживает. "
5,Упакован хорошо. Буду пробовать
5,"Хороший крем, приятно пахнет, увлажняет."
5,Крем нравится.
5,"Упаковано хорошо, доставка быстрая, крем это нравится"
5,Пришло в целости еще не пробовала.
5,Беру не первый раз. Очень хороший крем. Купила всю серию
2,Два дня пользовалась...пошла сыпь...
5,"Хороший крем, кто пишет про запах, то он не сильнее чем в обычном креме. Да, он жирноват, но таким и должен быть крем с спф! Отлично впитывается, увлажняет. Запах пропадает спустя примерно час, может меньше."
5,Крем отличный
5,"Отличный крем, упаковка немного помялась, но я брала себе и главное внутри всё целое. Запах приятный, наносится легко и не оставляет чувства пленки, впитывается быстро."
5,"Хороший, увлажняет."
5,"Девочки,кремушек Супер!Советую!"
5,Все супер!
5,Отлично запакован. Все целое.
5,Классный крем
5,Пришло все целое.
5,"Крем понравился, аллергии нет, приятный, не липкий."
5,Впитывается хорошо
5,"Прекрасный крем) беру эту линейку не в первый раз, чудесный, приятный аромат"
1,"Ставлю единицу за подделку. Сразу бросилась в глаза коробка, сделана из другого дешевого материала, без характерного блеска, золотое нанесение смещено вниз. Сама баночка тоже другая, маркировка сзади отличается от предыдущего, текстура крема жидкая с характерным запахом отдушек . Справа на фото крем, купленный в магазине лореаль. Неожиданно получить подделку от проверенного производителя."
4,"Кремом пользуюсь всего несколько дней, пока он мне нравится. Этот крем лучше, чем крем, которым я пользовалась ранее, другой фирмы и по более высокой цене. Запах приятный."
5,"Крем пришёл на следующий день после заказа, упаковка целая, запах приятный,"
5,"Коробочка помята, но это не критично! Крем хороший"
5,"Сойдёт, спасибо, но думала лучше будет."
5,Спасибо все хорошо 
5,Отличный кремушек
5,"Крем супер!Заказываю не пераый раз,заказ пришел во время.Спасибо wb."
5,Хороший крем ! Спасибо валберис!
5,"Хороший крем, спасибо)"
5,Хороший крем.
5,"Выписываю не 1 раз, нравиться."
5,Крем пришёл целым. Спасибо.
5,"Крем очень нравиться,беру не в первый раз"
5,Жена довольна.
5,Крем классный
5,Хороший крем
4,Ээээ... эффекта не вижу...
4,Не плохой 
5,"Запах приятный, консистенциия крема лёгкая , быстро впитывается"
1,Оставляет жирный блеск
5,Самая лучшая серия! И дневной и ночной! Кожа скажет огромное спасибо!!!
5,Супер крем.
5,Очень хороший крем. Пришло всё в идеальном состоянии.
5,Очень хороший. Заказывала маме от морщин. Мамочка довольна
5,Пришел товар быстро. Целый. Все супер. Спасибо
5,Хорошая серия кремов
5,"Крем  хороший, мне понравился."
5,Очень понравился крем! Приятно пахнет и хорошо увлажняет!Очень понравился
5,"Крем замечательный, покупала маме. Ей очень нравится. Кожа после него нежная, не вызывает аллергии. Рекомендую."
5,Отличный крем
5,Крем Хороший 
1,Хороший крем. Впитывается быстро. Подойдёт как база под макияж.
5,Крем отличный!пришел в срок!впитывается моментально!
5,"Крем пришёл быстро, всё было отлично запаковано, заказываю не в первый раз. Спасибо 🙏🙏🙏 продавцу и  wb.Однозначно рекомендую."
5,"Хороший крем,рекомендую!"
5,Очень понравился крем
5,"Не пробовала ещё,пришла в упаковке👌"
5,Отличный крем
5,Я довольно быстро.
5,Качество хорошее.Доставка быстрая.К покупке рекомендую.
5,"Крем очень хороший, текстура нежная, пришло всё целое"
5,Обожаю в линейку ❤️
5,Срок годности 08/24. Доставка быстрая 👍
4,Приятный запах и эфект .
5,"Пришёл вскрытый, неприятно"
5,Упаковка в порядке. Посмотрим результат 
3,"Крем липковат, долго впитывается, оставляет жирный блеск на коже, возможно это все из-за spf, расстроена т.к. искала крем совсем не с такими эффектами, ну оставлю для лета"
5,Мне этот крем очень нравится!
5,"Супер крем, увлажняет великолепно, немного долго впитывается, но не критично. Всем с сухой кожей рекомендую!"
5,👍👍👍👍👍👍👍
5,"Крем достойный, отлично увлажняет, использую когда кожа совсем сухая под макияж"
5,Крем понравился )
5,"Кремик, почти не жирнит кожу. Пользуюсь второй день, пока результата нет."
5,Срок годности хороший.  Упаковка целая. Крем очень легкий отлично увлажняет. 
5,"Упаковка была мятая, но сам то крем отличный)"
5,Мне крем подошёл.
5,"Крем очень хороший, подходит для моей кожи. Товар пришёл быстро, в отличном состоянии. Буду заказывать ещё!"
5,выглядит дорого функции выполняет нормик
5,Пользуюсь этой косметикой уже дано. Со сроками годности всё впорядке👍
5,Соответствует описанию.
5,"Крем пришёл целый, повреждений на упаковке нет. Очень нкжная текстура крема и приятный нежный аромат"
5,"Товар пришел очень быстро, целый, без повреждений"
5,Отличный крем. Пришло все хорошо упаковано.
5,Все супер. 10/10
5,"Какой запах, как парфюм очень хорошая текстура, увлажнение кода мягкая, очень приятный запах, рекомендую."
5,Крем замечательный.
5,Отличный крем👍 Качество как положено у L’Oréal🔥
5,"Норм, рекомендую"
5,Соответствует описанию.
5,Приятно пахнет
5,Суперский крем!!!!!
5,"Крем подошел, у меня комбинированный тип кожи"
5,"Хороший крем,очень понравился"
3,"Мне нравиться,  жирноват, но быстро впитывает"
5,Крем жирной текстуры. Остаётся немного жирный блекс.
5,Отличный крем! Пользуюсь давно!
5,"Упакован, все цело, коробочка не помята, запах приятный,  буду пробовать"
5,Хороший крем
5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
5,"Пришел упакованным,как и полагается, в коробку и слюду.
Доставка вовремя.
Результат использования оценивать ещё рано.
Поэтому оценка только за упаковку и доставку."
5,"Все целое и не вредимое, упаковано хорошо"
4,"По мне крем не очень, ощущаю его на лице, не очень приятно, заказывать больше не буду. А так пришёл упакованный в пупырчатую плёнку."
5,Хороший крем беру 2 раз
4,"Крем хороший, кожа мягкая и гладкая, аллергии нет. Но как тут уже писали - очень сильная отдушка у него, и этот запах я чувствую как минимум часа 4. Думаю, что окружающие - тоже. 
Допользуюсь, конечно, но впредь его не куплю. Косметика должна иметь нейтральный запах, на мой взгляд, а тем более, косметика для лица"
5,👍👍👍👍👍
1,"Упаковано все было хорошо,дома стала проверять батя код,такого не существует....Будьте осторожны,заказывая косметику на Валдберисе.."
5,"Очень классный кремик , тем у кого кожа сухая , он поможет"
5,Обожаю всю эту линию
5,Отличный товар все устраивает
1,"Крем не запечатан, без защитной плёнки. По хорошему вернуть бы. Обратите на это внимание."
5,Крем нравится. Беру не первый раз!!!
5,Крем хороший. Спасибо
5,"Лёгкая кремовая текстура, с приятным ароматом,не приторно , питает кожу отлично,пользуюсь и на день и на ночь,с утра прям чувствуется что кожа напитанная,свеженькая мордашка,убирает ли морщинки,вопрос ,пользуюсь два дня.но однозначно рекомендую"
5,"Как всегда, хорош и комфорте. Единственное, перепутала и взяла дневной. Ничем не хуже ночного!"
5,"Рекомендую!, всё отлично и упаковка и товар."
5,Товар дошел🌸быстро. Все в целости и сохранности🙂🌹
5,Товар пришёл быстро. Хорошо запакован. Спасибо большое 
2,От этого крема вылезли прыщи на лице. До него ничего не было. Крем не очень. Очень сильно щиплет
5,Спасибо огромное за очень быструю доставку. Крем просто суппер.
3,"Запах приятный, но остаётся липкое ощущение на лице"
5,Крем замечательный.
5,Крутое увлажнение 👍🏽
5,"Замечательный крем. Пришёл хорошо упакован, целый. Уже много  лет пользуюсь данной серией кремов. Результат положительный. Именно такой заказала в первые. Нежный, хорошо наносится и впитывается. Кожа гладкая, ощущения приятные. К покупке рекомендую даже очень! Тем более сейчас с такой скидкой заказала ещё один. Срок годности до 24 года. Не подделка! Проверено."
5,Очень хороший крем очень даволен
5,"Хороший крем. Нежный приятный запах, лёгкая текстура. "
5,"Крем классный, заказываю второй раз"
5,"Крем пришёл целый,упаковка не нарушена,запах приятный,хорошо увлажняет кожу,кожа после нанесения крема очень нежная."
5,Приятный крем..
5,"Крем отличный, запах приятный. Увлажняет отлично, рекомендую!"
5,Крем неплохой!
1,"Вайлберрис, вы издеваетесь? Вы что, ногами посылки пинаете?"
5,Отличный крем 👍👍👍
5,"Очень понравился
Хорошо увлажняет, и оооочень вкусно пахнет)"
5,Крем очень хороший рекомендую
5,"Крем хороши,запах приятный,упакован был очень хорошо,все понравилось!рекомендую !"
5,Крутой крем спасибо огромное в целости и сохранности пришёл заказала всю линейку
1,"Заказываю не первый раз , но то что пришло , очень странно . Бач код выдает дату производства 02/1999 , это что значит ? Запах не такой , как обычно и лицо печет."
5,Запах обалденный
5,Мне понравился крем. Пришёл без каких либо дефектов. Хочу заказать всю серию позже.
5,Огонь а не крем!!! Однозначно буду брать ещё! Запах приятный и есть эффект!
5,"Пришло быстро, упаковка в целости, запах приятный в деле будем пробывать"
5,"Крем пришёл хорошо упакован,приятный запах,спасибо."
5,Супер   крем.   Очень  хороший.   Мягкий.
5,"Хороший крем, увлажняет кожу отлично, жирнит кожу немного, но это некритично."
5,"Мне подошёл. Лёгкая текстура, приятный аромат. От одного крема ""вау"" эффекта не будет. В комплексе с другими средствами ухода, кожа лица выглядит заметно лучше и свежее"
5,Цена очень красивая в 290₽. Пришло без нареканий
4,Хороший крем
5,Всё отлично
5,Все хорошо пришло за 2 дня
2,Пришел крем половина баночки.Выписала одновременно ночной там полная.обьем одинаковый 50мл.
5,Мне подходит этот крем
5,"Нежная текстура, эффект виден на следующий день"
5,Упаковано отлично! Всё целое. Очень нравится эта линейка. Пользуюсь мицелярной водой и гелем. Пока всё нравится
3,"Крем данной фирмы и серии покупала неоднократно в сети магазинов Эльсити. Пользовалась им на протяжении 2 лет. На вайлдберриз заказала впервые. Сделала, как себе удобно. Пункт выдачи расположен ближе, чем сеть магазинов. Но в полученном креме разочаровалась. При том, что упаковка соответствовал всем нормам, начинка отличалась от той, что я покупала в Эльсити. Крем  белый,  не молочного цвета. Консистенция не такая насыщенная, да и запах отличается. За 2 года пользования одним кремом я могу его отличить его от другого. Да, выписанный крем неплохой, имеет приятный аромат и лёгкую консистенцию. Но, пожалуй, более легую, чем она должна быть от производителя. Просто ""смазать"" лицо по-быстрому сойдёт. Но эффекта поддтянутости и питания кожи не стоит ожидать."
5,"Очень нравится эта серия. Заказываю второй раз,т.к дешевле чем в других магазинах"
5,"Заказ пришёл вовремя, упаковка не нарушена. Крем хороший."
1,"Ужасный, вонючий крем. Отдушка очень сильная. После него посыпало меня прыщами, хотя я к ним не склонна. Данный крем вызвал у меня аллергию. Подойдёт только для пяток. "
5,Рекомендую!!!
5,Крем мне понравился.
5,"Не смотря на то что это крем не совсем подходит мне по возрасту, он произвёл на меня хорошее впечатление. Очень хорошо увлажняет кожу, особенно в комбинации с тоником из этой же серии :) "
5,"Крем просто супер,отличный состав крема!!!Легкий по текстуре,быстро впитывается,кожа после него мягкая.  Для моей сухой кожи то что надо, запах приятный,спасибо производителю."
5,"Долго выбирала, нужен был крем не жирный, но и чтоб не впитывался моментально без результата. Хороший, я довольна, кожа не выглядит сухой в течение всего дня, комфортно."
5,"Крем для лица, очень хороший по доступной цене"
5,"Много кремов перепробовано и люкс в том числе , больше всех мне зашёл этот крем , увлажняет супер ! Покупаю третий раз !"
5,"Отлично увлажняет, буду заказывать еще)"
5,"Отличный!Упакован был в запаянный пакетик плюс на коробке  слюда и знаю точно,что меня его никто не открывал.Сам крем опробовала вот первый раз -кожа нежная ,увлажнённая.Рекомендую "
3,"Когда берёшь в магазине, то в коробке есть ложечка,чтобы ей брать,а не пальцем лезть в тюбик.делаю вывод, что подделка "
5,Крем хороший. Упакован отлично
3,Для рук сойдёт
5,"Крем пришел целый, текстура нежная 👍"
5,"Запах приятный,только начала пользоваться"
2,доставка супер. все целое . !НО! ЗАПАХ КРЕМА ОТВРАТИТЕЛЬНЫЙ! НЕВЫНОСИМАЯ ВОНЬ БАХЧЁЙ ! НЕНАВИЖУ ЭТОТ ЗАПАХ ! ТОШНОТВОРНАЯ ВОНЬ! ((( ОЧЕНЬ ЖАЛЬ.
4,"Про этот крем не могу ничего плохого написать, но и восторга не вызывает. Ночной понравился больше."
5,"Хороший крем, запах приятный"
5,"Жена довольна, текстура хорошая,быстро впитывается, не оставляет жирного блеска"
5,"Крем хороший, запах приятный."
5,Получила все прекрасно
5,Хороший крем
5,"Покупала для мамы, у неё очень сухая кожа, осталась довольна, говорит отлично увлажняет. "
5,"Отличный крем, продавца рекомендую."
5,Увлажняет. Хороший крем
4,"У меня комбинированная кожа. Там где сухая - там прям шелушиться, тзона прям жирненькая. Это крем для моей кожи - ну ничего особенного, кроме липкого эффекта после нанесения, аж страшно на улицу выходить, чтоб не прилипла вся грязь. Приспособилась после работы наносить. Все пришло целое и невредимое"
5,Понравился эффект
5,Нормальный крем
5,Моей коже нравится!
2,Мне не подошёл
1,Крем полное говно!!! 
5,Крем очень понравился. Хорошо впитывается и отлично увлажняет сухую кожу.
4,очень нравится
5,Отличный крем.
2,"Совсем не подошел. 
Раздражение на лице , жжение после нанесения... а ночной еще хуже"
5,Все на отлично
5,"Не липнет, жирного слоя не оставляет, очень хороший товар рекомендую"
5,"Крем мне понравился, рекомендую."
5,Отличный крем
5,"Хороший крем, давно им пользуюсь 💕💗"
5,"Хороший крем, мне понравился. Кожу не стягивает, хорошо увлажняет."
5,"Классный крем,текстура плотная,приятная на запах"
5,Хорошо увлажняет 
5,"Отличный крем, всегда беру,тем более цена такая!"
